LV1,SPVolt,Output,Date
98.94,100.00,599,2022-08-09 16:23:11.351229
98.94,100.00,599,2022-08-09 16:23:12.335285
98.89,100.00,599,2022-08-09 16:23:13.328342
98.91,100.00,599,2022-08-09 16:23:14.320399
98.97,100.00,599,2022-08-09 16:23:15.331457
98.99,100.00,596,2022-08-09 16:23:16.330514
98.98,100.00,596,2022-08-09 16:23:17.344572
98.97,100.00,596,2022-08-09 16:23:18.321628
98.93,100.00,596,2022-08-09 16:23:19.333685
98.99,100.00,596,2022-08-09 16:23:20.329742
99.08,100.00,596,2022-08-09 16:23:21.352801
99.08,100.00,596,2022-08-09 16:23:22.329857
99.08,100.00,596,2022-08-09 16:23:23.331914
99.95,100.00,599,2022-08-09 16:23:24.352973
99.95,100.00,599,2022-08-09 16:23:25.332029
100.20,100.00,599,2022-08-09 16:23:26.336086
100.44,100.00,599,2022-08-09 16:23:27.337143
