LV1,SPVolt,Output,Date
100.36,100.00,602,16:33:41
100.36,100.00,602,16:33:42
100.37,100.00,602,16:33:43
100.37,100.00,602,16:33:44
100.28,100.00,602,16:33:45
100.28,100.00,602,16:33:46
100.16,100.00,602,16:33:47
100.16,100.00,602,16:33:48
100.14,100.00,602,16:33:49
100.18,100.00,602,16:33:50
100.27,100.00,602,16:33:51
100.27,100.00,602,16:33:52
100.41,100.00,602,16:33:53
100.41,100.00,602,16:33:54
100.55,100.00,602,16:33:55
100.55,100.00,602,16:33:56
100.68,100.00,602,16:33:57
100.68,100.00,602,16:33:58
100.81,100.00,602,16:33:59
100.81,100.00,605,16:34:00
100.97,100.00,605,16:34:01
100.97,100.00,605,16:34:02
100.74,100.00,605,16:34:03
100.74,100.00,605,16:34:04
100.42,100.00,605,16:34:05
100.42,100.00,605,16:34:06
100.25,100.00,605,16:34:07
100.25,100.00,602,16:34:08
100.08,100.00,605,16:34:09
100.08,100.00,602,16:34:10
99.87,100.00,602,16:34:11
99.87,100.00,602,16:34:12
99.81,100.00,602,16:34:13
99.81,100.00,602,16:34:14
99.74,100.00,602,16:34:15
99.74,100.00,602,16:34:16
99.86,100.00,602,16:34:17
99.86,100.00,602,16:34:18
100.00,100.00,602,16:34:19
100.00,100.00,602,16:34:20
100.19,100.00,602,16:34:21
100.21,100.00,602,16:34:22
100.28,100.00,602,16:34:23
100.28,100.00,605,16:34:24
100.22,100.00,605,16:34:25
100.22,100.00,602,16:34:26
99.99,100.00,605,16:34:27
99.99,100.00,602,16:34:28
99.81,100.00,602,16:34:29
99.81,100.00,602,16:34:30
99.82,100.00,602,16:34:31
99.82,100.00,602,16:34:32
99.82,100.00,602,16:34:33
99.82,100.00,602,16:34:34
99.84,100.00,602,16:34:35
99.92,100.00,602,16:34:36
99.99,100.00,602,16:34:37
100.07,100.00,602,16:34:38
99.99,100.00,602,16:34:39
99.99,100.00,602,16:34:40
99.89,100.00,602,16:34:41
99.89,100.00,602,16:34:42
99.83,100.00,602,16:34:43
99.79,100.00,602,16:34:44
99.79,100.00,602,16:34:45
99.71,100.00,602,16:34:46
99.63,100.00,602,16:34:47
99.63,100.00,602,16:34:48
99.58,100.00,602,16:34:49
99.58,100.00,602,16:34:50
99.25,100.00,602,16:34:51
99.25,100.00,602,16:34:52
99.20,100.00,602,16:34:53
99.12,100.00,602,16:34:54
98.93,100.00,602,16:34:55
98.93,100.00,602,16:34:56
98.94,100.00,599,16:34:57
98.94,100.00,599,16:34:58
98.96,100.00,599,16:34:59
98.96,100.00,599,16:35:00
99.24,100.00,599,16:35:01
99.24,100.00,599,16:35:02
99.50,100.00,599,16:35:03
99.72,100.00,602,16:35:04
100.00,100.00,602,16:35:05
100.33,100.00,602,16:35:06
100.79,100.00,602,16:35:07
100.79,100.00,602,16:35:08
100.79,100.00,602,16:35:09
100.79,100.00,602,16:35:10
100.79,100.00,602,16:35:11
100.79,100.00,602,16:35:12
100.79,100.00,602,16:35:13
100.79,100.00,602,16:35:14
100.79,100.00,602,16:35:15
100.79,100.00,602,16:35:16
100.79,100.00,602,16:35:17
100.79,100.00,605,16:35:18
100.79,100.00,605,16:35:19
100.79,100.00,605,16:35:20
100.64,100.00,605,16:35:21
100.44,100.00,605,16:35:22
100.01,100.00,602,16:35:23
100.01,100.00,602,16:35:24
99.69,100.00,602,16:35:25
99.69,100.00,602,16:35:26
99.53,100.00,602,16:35:27
99.53,100.00,602,16:35:28
99.65,100.00,602,16:35:29
99.65,100.00,602,16:35:30
99.74,100.00,602,16:35:31
99.74,100.00,602,16:35:32
99.77,100.00,602,16:35:33
99.77,100.00,602,16:35:34
99.80,100.00,602,16:35:35
99.80,100.00,602,16:35:36
99.63,100.00,602,16:35:37
99.63,100.00,602,16:35:38
99.39,100.00,602,16:35:39
99.39,100.00,602,16:35:40
99.39,100.00,602,16:35:41
99.24,100.00,602,16:35:42
99.13,100.00,602,16:35:43
99.13,100.00,602,16:35:44
99.14,100.00,599,16:35:45
99.14,100.00,599,16:35:46
99.33,100.00,599,16:35:47
99.33,100.00,599,16:35:48
99.72,100.00,599,16:35:49
99.72,100.00,602,16:35:50
100.38,100.00,602,16:35:51
100.38,100.00,602,16:35:52
100.70,100.00,602,16:35:53
100.70,100.00,602,16:35:54
100.76,100.00,602,16:35:55
100.76,100.00,602,16:35:56
100.76,100.00,602,16:35:57
100.73,100.00,602,16:35:58
100.57,100.00,602,16:35:59
100.57,100.00,602,16:36:00
100.52,100.00,602,16:36:01
100.52,100.00,602,16:36:02
100.46,100.00,602,16:36:03
100.46,100.00,602,16:36:04
100.35,100.00,602,16:36:05
100.35,100.00,602,16:36:06
100.29,100.00,602,16:36:07
100.29,100.00,602,16:36:08
100.29,100.00,602,16:36:09
100.29,100.00,602,16:36:10
100.23,100.00,602,16:36:11
100.23,100.00,602,16:36:12
100.19,100.00,602,16:36:13
100.19,100.00,602,16:36:14
100.29,100.00,602,16:36:15
100.29,100.00,602,16:36:16
100.44,100.00,602,16:36:17
100.44,100.00,602,16:36:18
